	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
gut	0.0	0.0	0.0	0.0032192655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001855517	0.0	0.0	0.0	0.0
mutter	0.0	0.0	0.0	0.0031453746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024267288	0.0	0.0	0.0	0.0
alte	0.0	0.0	0.0	0.003132448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026265827	0.0	0.0	0.0	0.0
leben	0.0	0.0	0.0	0.003054158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020920888	0.0019417115	0.0	0.0	0.0	0.0
lassen	0.0	0.0	0.0	0.0029024398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
muß	0.0	0.0	0.0	0.0028822576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015799606	0.0	0.0	0.0	0.0
recht	0.0	0.0	0.0	0.0028468915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016859622	0.0	0.0	0.0	0.0
welt	0.0	0.0	0.0	0.002788077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mußte	0.0	0.0	0.0	0.0025580768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015978649	0.0	0.0	0.0	0.0
keine	0.0	0.0	0.0	0.002497229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015789237	0.0	0.0	0.0	0.0
mädchen	0.0	0.0	0.0	0.0024472675	0.0	0.0	0.0	0.0	0.0019028957	0.0	0.0	0.0	0.0	0.0	0.0	0.0019647437	0.0	0.0	0.0	0.0
menschen	0.0	0.0	0.0	0.0024008292	0.0	0.0	0.0006192647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tage	0.0	0.0	0.0	0.0023158814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
herz	0.0	0.0	0.0	0.002297917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016220903	0.0	0.0	0.0	0.0
hause	0.0	0.0	0.0	0.0022023008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022321811	0.0	0.0	0.0	0.0
alten	0.0	0.0	0.0	0.0022006494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002142185	0.0	0.0	0.0	0.0
ging	0.0	0.0	0.0	0.0021407045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037861778	0.0	0.0	0.0	0.0
tochter	0.0	0.0	0.0	0.0021256034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glück	0.0	0.0	0.0	0.002122474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005582319	0.0
alle	0.0	0.0	0.0	0.0021117139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hand	0.0	0.0	0.0	0.0021047478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045696874	0.0	0.0	0.0	0.0
rief	0.0	0.0	0.0	0.0020409822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0050862934	0.0	0.0	0.0	0.0
ließ	0.0	0.0	0.0	0.0020341945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002328349	0.0	0.0	0.0	0.0
kein	0.0	0.0	0.0	0.0020004807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00231902	0.0	0.0	0.0	0.0
weiß	0.0	0.0	0.0	0.001993043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017397732	0.0	0.0	0.0	0.0
thun	0.0	0.0	0.0	0.0019696788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
andern	0.0	0.0	0.0	0.001969323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017522225	0.0	0.0	0.0	0.0
geworden	0.0	0.0	0.0	0.0018917406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gab	0.0	0.0	0.0	0.00188879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
machte	0.0	0.0	0.0	0.0018862667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
wort	0.0	0.0	0.0	0.0018551952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jungen	0.0	0.0	0.0	0.0018174677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
schien	0.0	0.0	0.0	0.0018074185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022773764	0.0	0.0	0.0	0.0
gleich	0.0	0.0	0.0	0.0017927383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
nahm	0.0	0.0	0.0	0.0017770886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016468463	0.0	0.0	0.0	0.0
augen	0.0	0.0	0.0	0.0017538088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004571346	0.0	0.0	0.0	0.0
that	0.0	0.0	0.0	0.0017360448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
geben	0.0	0.0	0.0	0.0016914755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
wissen	0.0	0.0	0.0	0.0016675678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
wußte	0.0	0.0	0.0	0.0016424184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
müssen	0.0	0.0	0.0	0.0016327724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
wasser	0.0	0.0	0.0	0.0	0.0022715	0.0	0.0	0.0	0.0011721102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
schmuck	0.0	0.0	0.0	0.0	0.0012026383	0.0	0.0020381254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
blumen	0.0	0.0	0.0	0.0	0.0010770087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ruf	0.0	0.0	0.0	0.0	0.001000954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
munde	0.0	0.0	0.0	0.0	0.0009880564	0.0006694707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grüne	0.0	0.0	0.0	0.0	0.0008548816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
brunnen	0.0	0.0	0.0	0.0	0.00084349443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eremit	0.0	0.0	0.0	0.0	0.00074264203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008012505	0.0	0.0	0.0	0.0	0.0	0.0015041733	0.0
kunst	0.0	0.0	0.0	0.0	0.00068534986	0.0	0.0	0.000770102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ganze	0.0	0.0	0.0	0.0	0.00068515947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sauber	0.0	0.0	0.0	0.0	0.0006370584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
suppe	0.0	0.0	0.0	0.0	0.0006227453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
exili	0.0	0.0	0.0	0.0	0.00061990076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leffert	0.0	0.0	0.0	0.0	0.0006197603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ecke	0.0	0.0	0.0	0.0	0.0005544878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
buchstaben	0.0	0.0	0.0	0.0	0.000540076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grün	0.0	0.0	0.0	0.0	0.0005293907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
blühenden	0.0	0.0	0.0	0.0	0.0005256456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
behandelt	0.0	0.0	0.0	0.0	0.00051962753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stark	0.0	0.0	0.0	0.0	0.0005105671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hindurch	0.0	0.0	0.0	0.0	0.00050701876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
knecht	0.0	0.0	0.0	0.0	0.00050653284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
blaukittel	0.0	0.0	0.0	0.0	0.00049710664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seht	0.0	0.0	0.0	0.0	0.0004908059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
klosters	0.0	0.0	0.0	0.0	0.00048813262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rauschend	0.0	0.0	0.0	0.0	0.00048525233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
raum	0.0	0.0	0.0	0.0	0.00048335624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anzahl	0.0	0.0	0.0	0.0	0.00048225708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
nichtig	0.0	0.0	0.0	0.0	0.00048214002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
verlor	0.0	0.0	0.0	0.0	0.00047354534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
erfreut	0.0	0.0	0.0	0.0	0.00047228666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
röhricht	0.0	0.0	0.0	0.0	0.00046959386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
schätze	0.0	0.0	0.0	0.0	0.0004691193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
aufgaben	0.0	0.0	0.0	0.0	0.00046371395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eiland	0.0	0.0	0.0	0.0	0.00045981593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
horizont	0.0	0.0	0.0	0.0	0.00045202734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ernte	0.0	0.0	0.0	0.0	0.00045116214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
geschmeide	0.0	0.0	0.0	0.0	0.00044929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
nachen	0.0	0.0	0.0	0.0	0.0004453175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lieder	0.0	0.0	0.0	0.0	0.00044014512	0.0005081725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eifriger	0.0	0.0	0.0	0.0	0.00043994625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hauptstadt	0.0	0.0	0.0	0.0	0.00043509778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
thee	0.0	0.0	0.0	0.0	0.00043173367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
niedrigen	0.0	0.0	0.0	0.0	0.00043122482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
wohnungen	0.0	0.0	0.0	0.0	0.00043073733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bäcker	0.0	0.0	0.0	0.0	0.0	0.002610093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pastor	0.0	0.0	0.0	0.0	0.0	0.0017689308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000708559	0.0
gehört	0.0	0.0	0.0	0.0	0.0	0.0014125344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
männer	0.0	0.0	0.0	0.0	0.0	0.0010902201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
erklärte	0.0	0.0	0.0	0.0	0.0	0.0010377375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
kutscher	0.0	0.0	0.0	0.0	0.0	0.0009707	0.0	0.0	0.0005752239	0.0	0.0016503226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009582431	0.0
sardok	0.0	0.0	0.0	0.0	0.0	0.0009648924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
schreiber	0.0	0.0	0.0	0.0	0.0	0.00096096896	0.0	0.0	0.0	0.0	0.0	0.0008360497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jäger	0.0	0.0	0.0	0.0	0.0	0.0008665346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fuhrmann	0.0	0.0	0.0	0.0	0.0	0.000818763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
manche	0.0	0.0	0.0	0.0	0.0	0.00081376894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
koal	0.0	0.0	0.0	0.0	0.0	0.0007460833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
brandes	0.0	0.0	0.0	0.0	0.0	0.00070496794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
setzen	0.0	0.0	0.0	0.0	0.0	0.00069921336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sommer	0.0	0.0	0.0	0.0	0.0	0.0006633311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
margreth	0.0	0.0	0.0	0.0	0.0	0.00064100814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gast	0.0	0.0	0.0	0.0	0.0	0.0006395598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067707873	0.0	0.0
reitknecht	0.0	0.0	0.0	0.0	0.0	0.00062435435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
wären	0.0	0.0	0.0	0.0	0.0	0.00062301784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pastorin	0.0	0.0	0.0	0.0	0.0	0.0006172179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jägerhof	0.0	0.0	0.0	0.0	0.0	0.00061712234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lied	0.0	0.0	0.0	0.0	0.0	0.0006136686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007752034
förster	0.0	0.0	0.0	0.0	0.0	0.00060310075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00075296673	0.0	0.0
kandidat	0.0	0.0	0.0	0.0	0.0	0.0006024333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
steuer	0.0	0.0	0.0	0.0	0.0	0.0005916642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mappe	0.0	0.0	0.0	0.0	0.0	0.0005874302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
reihe	0.0	0.0	0.0	0.0	0.0	0.0005851685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023849842	0.0	0.0	0.0	0.0	0.0
geschickt	0.0	0.0	0.0	0.0	0.0	0.0005799005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
verhör	0.0	0.0	0.0	0.0	0.0	0.0005767732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grund	0.0	0.0	0.0	0.0	0.0	0.00057317596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
türken	0.0	0.0	0.0	0.0	0.0	0.00055858685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tisch	0.0	0.0	0.0	0.0	0.0	0.0005540885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mädel	0.0	0.0	0.0	0.0	0.0	0.0005507945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
läuft	0.0	0.0	0.0	0.0	0.0	0.00054901175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
weiber	0.0	0.0	0.0	0.0	0.0	0.00054831756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
buchhalter	0.0	0.0	0.0	0.0	0.0	0.00054276816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
minuten	0.0	0.0	0.0	0.0	0.0	0.0005381889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sau	0.0	0.0	0.0	0.0	0.0	0.00053437153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
schwäher	0.0	0.0	0.0	0.0	0.0	0.0005307736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
irrlichter	0.0	0.0	0.0	0.0	0.0	0.00052803097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pflanzer	0.0	0.0	0.0	0.0	0.0	0.0005176103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mienen	0.0	0.0	0.0	0.0	0.0	0.0005115973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
laß	0.0	0.0	0.0	0.0	0.0	0.0005052725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bestimmt	0.0	0.0	0.0	0.0	0.0	0.0004957874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
schultheiß	0.0	0.0	0.0	0.0	0.0	0.00049323787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
euch	0.0	0.0	0.0	0.0	0.0	0.0	0.006138343	0.0	0.0	0.0	0.0034099575	0.0	0.0	0.0	0.0	0.002481125	0.0	0.0	0.0	0.0
marquise	0.0	0.0	0.0	0.0	0.0	0.0	0.0014818413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
städtchen	0.0	0.0	0.0	0.0	0.0	0.0	0.0012990814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jansen	0.0	0.0	0.0	0.0	0.0	0.0	0.0012034423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
kahlkopf	0.0	0.0	0.0	0.0	0.0	0.0	0.001154366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
landrichter	0.0	0.0	0.0	0.0	0.0	0.0	0.0010164226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
euer	0.0	0.0	0.0	0.0	0.0	0.0	0.0010032897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006735362	0.0	0.0
juwelen	0.0	0.0	0.0	0.0	0.0	0.0	0.00085246225	0.0	0.0	0.0006380334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
kästchen	0.0	0.0	0.0	0.0	0.0	0.0	0.00075771165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
besten	0.0	0.0	0.0	0.0	0.0	0.0	0.0007521949	0.0	0.0006317098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
böelappe	0.0	0.0	0.0	0.0	0.0	0.0	0.0007413189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
franzosen	0.0	0.0	0.0	0.0	0.0	0.0	0.00071101997	0.0	0.0	0.0	0.00047829573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009095111	0.0
großen	0.0	0.0	0.0	0.0	0.0	0.0	0.0006886393	0.001015336	0.0	0.0	0.0	0.0	0.0	0.0	0.0016427102	0.0	0.0	0.0	0.0	0.0
geschichten	0.0	0.0	0.0	0.0	0.0	0.0	0.00065809884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
colonist	0.0	0.0	0.0	0.0	0.0	0.0	0.000655994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hohn	0.0	0.0	0.0	0.0	0.0	0.0	0.00063594227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
he	0.0	0.0	0.0	0.0	0.0	0.0	0.0006005794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fischer	0.0	0.0	0.0	0.0	0.0	0.0	0.0005865248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
verbrechen	0.0	0.0	0.0	0.0	0.0	0.0	0.00057172833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
beamten	0.0	0.0	0.0	0.0	0.0	0.0	0.00056780374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gesellen	0.0	0.0	0.0	0.0	0.0	0.0	0.00056527636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
registranten	0.0	0.0	0.0	0.0	0.0	0.0	0.00056430773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stieftochter	0.0	0.0	0.0	0.0	0.0	0.0	0.00056395377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
halsschmuck	0.0	0.0	0.0	0.0	0.0	0.0	0.0005559016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
natur	0.0	0.0	0.0	0.0	0.0	0.0	0.00054493046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021359758	0.0	0.0	0.0	0.0	0.0
offenbarung	0.0	0.0	0.0	0.0	0.0	0.0	0.0005352432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
groschen	0.0	0.0	0.0	0.0	0.0	0.0	0.00053223426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
